case,linkage,distance,kind,idx,value
5,single,euclidean,cut,2,0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
5,single,euclidean,cut,3,0;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;0
5,single,euclidean,cut,4,0;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;3
5,single,euclidean,cut,5,0;0;0;0;0;1;2;0;0;0;0;2;3;0;0;0;0;0;3;4
5,single,euclidean,cut,6,0;0;0;1;0;2;3;0;0;1;0;3;4;0;0;0;0;0;4;5
5,centroid,euclidean,height,0,0.072761509956276463
5,centroid,euclidean,height,1,0.102357258938706439
5,centroid,euclidean,height,2,0.133476556775139921
5,centroid,euclidean,height,3,0.134940993451212465
5,centroid,euclidean,height,4,0.137146101720534513
5,centroid,euclidean,height,5,0.190446206266611129
5,centroid,euclidean,height,6,0.250866089247782198
5,centroid,euclidean,height,7,0.251828236883716472
5,centroid,euclidean,height,8,0.284960008099549023
5,centroid,euclidean,height,9,0.295406635034816734
5,centroid,euclidean,height,10,0.324118786025642647
5,centroid,euclidean,height,11,0.374138071322874466
5,centroid,euclidean,height,12,0.523837750278359326
5,centroid,euclidean,height,13,0.574590848144160726
5,centroid,euclidean,height,14,0.605610626170340671
5,centroid,euclidean,height,15,0.610464599873228209
5,centroid,euclidean,height,16,0.698106568737697164
5,centroid,euclidean,height,17,0.920253440179599203
5,centroid,euclidean,height,18,1.152911548810735765
5,centroid,euclidean,cut,2,0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
5,centroid,euclidean,cut,3,0;0;0;1;0;2;2;0;0;1;0;2;1;0;0;0;0;0;1;0
5,centroid,euclidean,cut,4,0;0;0;1;0;2;2;3;0;1;3;2;1;3;0;0;0;0;1;3
5,centroid,euclidean,cut,5,0;0;0;1;0;2;2;3;0;1;3;2;4;3;0;0;0;0;4;3
5,centroid,euclidean,cut,6,0;0;0;1;0;2;2;3;0;1;3;2;4;3;0;0;0;0;4;5
5,average,manhattan,height,0,0.085182570680842451
5,average,manhattan,height,1,0.137402158549569442
5,average,manhattan,height,2,0.146215059202988412
5,average,manhattan,height,3,0.176818475944116010
5,average,manhattan,height,4,0.188007619523753944
5,average,manhattan,height,5,0.201730611078176136
5,average,manhattan,height,6,0.318640103812945941
5,average,manhattan,height,7,0.323169447470376625
5,average,manhattan,height,8,0.334285664932704452
5,average,manhattan,height,9,0.355048212863734225
5,average,manhattan,height,10,0.441419469189694547
5,average,manhattan,height,11,0.472639978816675466
5,average,manhattan,height,12,0.611354053762617644
5,average,manhattan,height,13,0.713242093950610223
5,average,manhattan,height,14,0.730300796211258763
5,average,manhattan,height,15,0.852755726947649340
5,average,manhattan,height,16,0.990895198956831424
5,average,manhattan,height,17,1.251191783052719275
5,average,manhattan,height,18,1.628865532422026474
5,average,manhattan,cut,2,0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
5,average,manhattan,cut,3,0;0;0;0;0;1;1;2;0;0;2;1;0;2;0;0;0;0;0;2
5,average,manhattan,cut,4,0;0;1;1;0;2;2;3;0;1;3;2;0;3;1;0;1;0;0;3
5,average,manhattan,cut,5,0;0;1;1;0;2;2;3;0;1;3;2;4;3;1;0;1;0;4;3
5,average,manhattan,cut,6,0;0;1;1;0;2;2;3;0;1;3;2;4;3;1;0;1;0;4;5
5,complete,manhattan,height,0,0.085182570680842451
5,complete,manhattan,height,1,0.137402158549569442
5,complete,manhattan,height,2,0.146215059202988412
5,complete,manhattan,height,3,0.188007619523753944
5,complete,manhattan,height,4,0.199592714355146250
5,complete,manhattan,height,5,0.201730611078176136
5,complete,manhattan,height,6,0.341216915570744406
5,complete,manhattan,height,7,0.355048212863734225
5,complete,manhattan,height,8,0.363149155342034347
5,complete,manhattan,height,9,0.398631453722236295
5,complete,manhattan,height,10,0.472639978816675466
5,complete,manhattan,height,11,0.590643682698406725
5,complete,manhattan,height,12,0.712219359301705657
5,complete,manhattan,height,13,0.847916156689590639
5,complete,manhattan,height,14,0.900019963235084819
5,complete,manhattan,height,15,1.286351822362867603
5,complete,manhattan,height,16,1.583567074236935657
5,complete,manhattan,height,17,2.106083605474482923
5,complete,manhattan,height,18,2.763966537608759655
5,complete,manhattan,cut,2,0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;1
5,complete,manhattan,cut,3,0;0;0;0;0;1;1;2;0;0;2;1;0;2;0;0;0;0;0;2
5,complete,manhattan,cut,4,0;0;1;1;0;2;2;3;0;1;3;2;0;3;1;0;1;0;0;3
5,complete,manhattan,cut,5,0;0;1;1;0;2;2;3;0;1;3;2;4;3;1;0;1;0;4;3
5,complete,manhattan,cut,6,0;0;1;2;0;3;3;4;0;2;4;3;5;4;1;0;1;0;5;4
5,ward.D2,manhattan,height,0,0.085182570680842451
5,ward.D2,manhattan,height,1,0.137402158549569442
5,ward.D2,manhattan,height,2,0.146215059202988412
5,ward.D2,manhattan,height,3,0.188007619523753944
5,ward.D2,manhattan,height,4,0.189959999567916482
5,ward.D2,manhattan,height,5,0.201730611078176136
5,ward.D2,manhattan,height,6,0.355048212863734225
5,ward.D2,manhattan,height,7,0.359066414103089815
5,ward.D2,manhattan,height,8,0.384301945994137362
5,ward.D2,manhattan,height,9,0.389753028338676089
5,ward.D2,manhattan,height,10,0.472639978816675466
5,ward.D2,manhattan,height,11,0.674455039897555397
5,ward.D2,manhattan,height,12,0.705930855020032388
5,ward.D2,manhattan,height,13,0.883160641416596559
5,ward.D2,manhattan,height,14,1.042297227667503767
5,ward.D2,manhattan,height,15,1.414677821877897701
5,ward.D2,manhattan,height,16,2.168583229409139168
5,ward.D2,manhattan,height,17,2.834681881752381116
5,ward.D2,manhattan,height,18,3.376872094248029477
5,ward.D2,manhattan,cut,2,0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
5,ward.D2,manhattan,cut,3,0;0;0;0;0;1;1;2;0;0;2;1;0;2;0;0;0;0;0;2
5,ward.D2,manhattan,cut,4,0;0;0;1;0;2;2;3;0;1;3;2;1;3;0;0;0;0;1;3
5,ward.D2,manhattan,cut,5,0;0;1;2;0;3;3;4;0;2;4;3;2;4;1;0;1;0;2;4
5,ward.D2,manhattan,cut,6,0;0;1;2;0;3;3;4;0;2;4;3;5;4;1;0;1;0;5;4
5,single,manhattan,height,0,0.085182570680842451
5,single,manhattan,height,1,0.137402158549569442
5,single,manhattan,height,2,0.146215059202988412
5,single,manhattan,height,3,0.154044237533085770
5,single,manhattan,height,4,0.188007619523753944
5,single,manhattan,height,5,0.201730611078176136
5,single,manhattan,height,6,0.216737365069662014
5,single,manhattan,height,7,0.296063292055147476
5,single,manhattan,height,8,0.299509651317370340
5,single,manhattan,height,9,0.305422174523374557
5,single,manhattan,height,10,0.355048212863734225
5,single,manhattan,height,11,0.469791121075327389
5,single,manhattan,height,12,0.472639978816675466
5,single,manhattan,height,13,0.477423631875914911
5,single,manhattan,height,14,0.488013772506321719
5,single,manhattan,height,15,0.508005465340317208
5,single,manhattan,height,16,0.510488748223529631
5,single,manhattan,height,17,0.580252645935437572
5,single,manhattan,height,18,0.681262350585555176
5,single,manhattan,cut,2,0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
5,single,manhattan,cut,3,0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;2
5,single,manhattan,cut,4,0;0;0;0;0;1;2;0;0;0;0;2;0;0;0;0;0;0;0;3
5,single,manhattan,cut,5,0;0;0;1;0;2;3;0;0;1;0;3;0;0;0;0;0;0;0;4
5,single,manhattan,cut,6,0;0;0;1;0;2;3;4;0;1;4;3;0;4;0;0;0;0;0;5
5,centroid,manhattan,height,0,0.085182570680842451
5,centroid,manhattan,height,1,0.137402158549569442
5,centroid,manhattan,height,2,0.146215059202988412
5,centroid,manhattan,height,3,0.164510185328696684
5,centroid,manhattan,height,4,0.188007619523753944
5,centroid,manhattan,height,5,0.201730611078176136
5,centroid,manhattan,height,6,0.310960636259058842
5,centroid,manhattan,height,7,0.318232015044756122
5,centroid,manhattan,height,8,0.332815247954718341
5,centroid,manhattan,height,9,0.355048212863734225
5,centroid,manhattan,height,10,0.413017675549370300
5,centroid,manhattan,height,11,0.472639978816675466
5,centroid,manhattan,height,12,0.611354053762617644
5,centroid,manhattan,height,13,0.687680007183480546
5,centroid,manhattan,height,14,0.721097644126588500
5,centroid,manhattan,height,15,0.818298353287974067
5,centroid,manhattan,height,16,0.868953228245010867
5,centroid,manhattan,height,17,1.146072571631963743
5,centroid,manhattan,height,18,1.495304096615505118
5,centroid,manhattan,cut,2,0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0
5,centroid,manhattan,cut,3,0;0;0;0;0;1;1;2;0;0;2;1;0;2;0;0;0;0;0;2
5,centroid,manhattan,cut,4,0;0;1;1;0;2;2;3;0;1;3;2;0;3;1;0;1;0;0;3
5,centroid,manhattan,cut,5,0;0;1;1;0;2;2;3;0;1;3;2;4;3;1;0;1;0;4;3
5,centroid,manhattan,cut,6,0;0;1;1;0;2;2;3;0;1;3;2;4;3;1;0;1;0;4;5
6,average,euclidean,height,0,0.071720302543993933
6,average,euclidean,height,1,0.121336394384235283
6,average,euclidean,height,2,0.175777702565505817
6,average,euclidean,height,3,0.183064784762736799
6,average,euclidean,height,4,0.184561734833984609
6,average,euclidean,height,5,0.186444511506438648
6,average,euclidean,height,6,0.233712212831040961
6,average,euclidean,height,7,0.236466699899349236
6,average,euclidean,height,8,0.267292279037405711
6,average,euclidean,height,9,0.364168158840474598
6,average,euclidean,height,10,0.507312453529348284
6,average,euclidean,height,11,0.510666681200592665
6,average,euclidean,height,12,0.574261235545140636
6,average,euclidean,height,13,0.683150751124633637
6,average,euclidean,height,14,0.778417623342860687
6,average,euclidean,height,15,0.860337423983537963
6,average,euclidean,height,16,1.000252074261982482
6,average,euclidean,height,17,1.400618600659354618
6,average,euclidean,height,18,2.148805645721969970
6,average,euclidean,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
6,average,euclidean,cut,3,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2
6,average,euclidean,cut,4,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;2;0;3
6,average,euclidean,cut,5,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;4;0;3
6,average,euclidean,cut,6,0;1;2;0;0;0;2;0;0;0;0;3;4;2;0;0;1;5;0;4
6,complete,euclidean,height,0,0.071720302543993933
6,complete,euclidean,height,1,0.121336394384235283
6,complete,euclidean,height,2,0.175777702565505817
6,complete,euclidean,height,3,0.184561734833984609
6,complete,euclidean,height,4,0.186444511506438648
6,complete,euclidean,height,5,0.219182146833040908
6,complete,euclidean,height,6,0.259344334576748992
6,complete,euclidean,height,7,0.267292279037405711
6,complete,euclidean,height,8,0.297800771927572649
6,complete,euclidean,height,9,0.364622542595150145
6,complete,euclidean,height,10,0.574261235545140636
6,complete,euclidean,height,11,0.631944517769131853
6,complete,euclidean,height,12,0.699532932435499522
6,complete,euclidean,height,13,0.860337423983537963
6,complete,euclidean,height,14,0.910992948426844973
6,complete,euclidean,height,15,1.241140258945301555
6,complete,euclidean,height,16,1.488311699642170138
6,complete,euclidean,height,17,1.934929801615596912
6,complete,euclidean,height,18,3.177873859259336520
6,complete,euclidean,cut,2,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
6,complete,euclidean,cut,3,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2
6,complete,euclidean,cut,4,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;2;0;3
6,complete,euclidean,cut,5,0;1;2;0;0;0;2;0;0;2;2;3;4;2;2;0;1;3;2;4
6,complete,euclidean,cut,6,0;1;2;0;0;0;2;0;0;2;3;4;5;2;3;0;1;4;3;5
6,ward.D2,euclidean,height,0,0.071720302543993933
6,ward.D2,euclidean,height,1,0.121336394384235283
6,ward.D2,euclidean,height,2,0.175777702565505817
6,ward.D2,euclidean,height,3,0.184561734833984609
6,ward.D2,euclidean,height,4,0.186444511506438648
6,ward.D2,euclidean,height,5,0.203753279278650890
6,ward.D2,euclidean,height,6,0.252321216869827336
6,ward.D2,euclidean,height,7,0.267292279037405711
6,ward.D2,euclidean,height,8,0.282943176105814931
6,ward.D2,euclidean,height,9,0.364622542595150145
6,ward.D2,euclidean,height,10,0.574261235545140636
6,ward.D2,euclidean,height,11,0.704294177358007145
6,ward.D2,euclidean,height,12,0.860337423983537963
6,ward.D2,euclidean,height,13,0.911101358993266053
6,ward.D2,euclidean,height,14,1.077112013207017105
6,ward.D2,euclidean,height,15,1.616847242278647956
6,ward.D2,euclidean,height,16,1.755982669402399887
6,ward.D2,euclidean,height,17,2.062015714140925660
6,ward.D2,euclidean,height,18,4.169864367707005748
6,ward.D2,euclidean,cut,2,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
6,ward.D2,euclidean,cut,3,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2
6,ward.D2,euclidean,cut,4,0;0;1;0;0;0;1;0;0;1;1;2;3;1;1;0;0;2;1;3
6,ward.D2,euclidean,cut,5,0;1;2;0;0;0;2;0;0;2;2;3;4;2;2;0;1;3;2;4
6,ward.D2,euclidean,cut,6,0;1;2;0;0;0;2;0;0;2;3;4;5;2;3;0;1;4;3;5
6,single,euclidean,height,0,0.071720302543993933
6,single,euclidean,height,1,0.121336394384235283
6,single,euclidean,height,2,0.146947422692432716
6,single,euclidean,height,3,0.175777702565505817
6,single,euclidean,height,4,0.184561734833984609
6,single,euclidean,height,5,0.186444511506438648
6,single,euclidean,height,6,0.189565534639018873
6,single,euclidean,height,7,0.213589065221949481
6,single,euclidean,height,8,0.250025271295438001
6,single,euclidean,height,9,0.267292279037405711
6,single,euclidean,height,10,0.283108549342286020
6,single,euclidean,height,11,0.288468037116379639
6,single,euclidean,height,12,0.364622542595150145
6,single,euclidean,height,13,0.382680389289564715
6,single,euclidean,height,14,0.527620044813812861
6,single,euclidean,height,15,0.574261235545140636
6,single,euclidean,height,16,0.760882355407321076
6,single,euclidean,height,17,0.860337423983537963
6,single,euclidean,height,18,1.062884964518492348
6,single,euclidean,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
6,single,euclidean,cut,3,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1
6,single,euclidean,cut,4,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;2
6,single,euclidean,cut,5,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;4
6,single,euclidean,cut,6,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;4;0;5
6,centroid,euclidean,height,0,0.071720302543993933
6,centroid,euclidean,height,1,0.121336394384235283
6,centroid,euclidean,height,2,0.175777702565505817
6,centroid,euclidean,height,3,0.176455515959697135
6,centroid,euclidean,height,4,0.184561734833984609
6,centroid,euclidean,height,5,0.186444511506438648
6,centroid,euclidean,height,6,0.200071038514881255
6,centroid,euclidean,height,7,0.218516583723073116
6,centroid,euclidean,height,8,0.267292279037405711
6,centroid,euclidean,height,9,0.350465395905566357
6,centroid,euclidean,height,10,0.479985515594518630
6,centroid,euclidean,height,11,0.505012659578335854
6,centroid,euclidean,height,12,0.574261235545140636
6,centroid,euclidean,height,13,0.652973478055596801
6,centroid,euclidean,height,14,0.618068764162348572
6,centroid,euclidean,height,15,0.860337423983537963
6,centroid,euclidean,height,16,0.928561532347631391
6,centroid,euclidean,height,17,1.294428821033103860
6,centroid,euclidean,height,18,2.087141909309051524
6,centroid,euclidean,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
6,centroid,euclidean,cut,3,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2
6,centroid,euclidean,cut,4,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;2;0;3
6,centroid,euclidean,cut,5,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;4;0;3
6,centroid,euclidean,cut,6,0;1;2;0;0;0;2;0;0;0;2;3;4;2;2;0;1;5;2;4
6,average,manhattan,height,0,0.092703973998221584
6,average,manhattan,height,1,0.138896851137740640
6,average,manhattan,height,2,0.190660622381002398
6,average,manhattan,height,3,0.210623348316349268
6,average,manhattan,height,4,0.237557310270575445
6,average,manhattan,height,5,0.249364442835558642
6,average,manhattan,height,6,0.305140263724571814
6,average,manhattan,height,7,0.309341264247772529
6,average,manhattan,height,8,0.342907687614650514
6,average,manhattan,height,9,0.437791320771650838
6,average,manhattan,height,10,0.575222302734227475
6,average,manhattan,height,11,0.619794522562188144
6,average,manhattan,height,12,0.807837554481057873
6,average,manhattan,height,13,0.900087132137887158
6,average,manhattan,height,14,1.052537692163905581
6,average,manhattan,height,15,1.149250745957370867
6,average,manhattan,height,16,1.213393592128216625
6,average,manhattan,height,17,1.759252253809190814
6,average,manhattan,height,18,2.583269939480812738
6,average,manhattan,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
6,average,manhattan,cut,3,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2
6,average,manhattan,cut,4,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;2
6,average,manhattan,cut,5,0;1;1;0;0;0;0;0;0;0;0;2;3;0;0;0;1;4;0;3
6,average,manhattan,cut,6,0;1;1;0;0;0;2;0;0;0;0;3;4;2;0;0;1;5;0;4
6,complete,manhattan,height,0,0.092703973998221584
6,complete,manhattan,height,1,0.138896851137740640
6,complete,manhattan,height,2,0.190660622381002398
6,complete,manhattan,height,3,0.210623348316349268
6,complete,manhattan,height,4,0.237557310270575445
6,complete,manhattan,height,5,0.299744761285211381
6,complete,manhattan,height,6,0.342907687614650514
6,complete,manhattan,height,7,0.360469667424902052
6,complete,manhattan,height,8,0.393312487560789625
6,complete,manhattan,height,9,0.510354208564382406
6,complete,manhattan,height,10,0.807837554481057873
6,complete,manhattan,height,11,0.862516012428698020
6,complete,manhattan,height,12,0.883537657789796871
6,complete,manhattan,height,13,1.164173103304284140
6,complete,manhattan,height,14,1.213393592128216625
6,complete,manhattan,height,15,1.689353463637826902
6,complete,manhattan,height,16,1.731356712698822520
6,complete,manhattan,height,17,2.709370649470743242
6,complete,manhattan,height,18,3.452363234096517353
6,complete,manhattan,cut,2,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
6,complete,manhattan,cut,3,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2
6,complete,manhattan,cut,4,0;0;1;0;0;0;1;0;0;1;1;2;3;1;1;0;0;2;1;3
6,complete,manhattan,cut,5,0;1;2;0;0;0;2;0;0;2;2;3;4;2;2;0;1;3;2;4
6,complete,manhattan,cut,6,0;1;2;0;0;0;2;0;0;2;2;3;4;2;2;0;1;5;2;4
6,ward.D2,manhattan,height,0,0.092703973998221584
6,ward.D2,manhattan,height,1,0.138896851137740640
6,ward.D2,manhattan,height,2,0.190660622381002398
6,ward.D2,manhattan,height,3,0.210623348316349268
6,ward.D2,manhattan,height,4,0.237557310270575445
6,ward.D2,manhattan,height,5,0.282601528714388706
6,ward.D2,manhattan,height,6,0.340752217362426113
6,ward.D2,manhattan,height,7,0.342907687614650514
6,ward.D2,manhattan,height,8,0.382135757031503487
6,ward.D2,manhattan,height,9,0.510354208564382406
6,ward.D2,manhattan,height,10,0.807837554481057873
6,ward.D2,manhattan,height,11,0.904675597050032199
6,ward.D2,manhattan,height,12,1.045631045062144215
6,ward.D2,manhattan,height,13,1.213393592128216625
6,ward.D2,manhattan,height,14,1.382166387697467913
6,ward.D2,manhattan,height,15,2.109306479441741988
6,ward.D2,manhattan,height,16,2.210334042852539316
6,ward.D2,manhattan,height,17,2.858763364151505115
6,ward.D2,manhattan,height,18,4.788440889690293467
6,ward.D2,manhattan,cut,2,0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;1
6,ward.D2,manhattan,cut,3,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2
6,ward.D2,manhattan,cut,4,0;1;1;0;0;0;1;0;0;1;1;2;3;1;1;0;1;2;1;3
6,ward.D2,manhattan,cut,5,0;1;2;0;0;0;2;0;0;2;2;3;4;2;2;0;1;3;2;4
6,ward.D2,manhattan,cut,6,0;1;2;0;0;0;2;0;0;2;3;4;5;2;3;0;1;4;3;5
6,single,manhattan,height,0,0.092703973998221584
6,single,manhattan,height,1,0.138896851137740640
6,single,manhattan,height,2,0.190660622381002398
6,single,manhattan,height,3,0.198984124385905903
6,single,manhattan,height,4,0.210623348316349268
6,single,manhattan,height,5,0.237557310270575445
6,single,manhattan,height,6,0.249810860024241632
6,single,manhattan,height,7,0.261276861374427738
6,single,manhattan,height,8,0.301494389769058846
6,single,manhattan,height,9,0.314208378696839818
6,single,manhattan,height,10,0.342907687614650514
6,single,manhattan,height,11,0.398151250262684553
6,single,manhattan,height,12,0.510354208564382406
6,single,manhattan,height,13,0.535007728435709873
6,single,manhattan,height,14,0.554645757841187859
6,single,manhattan,height,15,0.807837554481057873
6,single,manhattan,height,16,1.033986601975359410
6,single,manhattan,height,17,1.123635677795706611
6,single,manhattan,height,18,1.412607885164034682
6,single,manhattan,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
6,single,manhattan,cut,3,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;2;0;1
6,single,manhattan,cut,4,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;2
6,single,manhattan,cut,5,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;4
6,single,manhattan,cut,6,0;1;0;0;0;0;0;0;0;0;0;2;3;0;0;0;1;4;0;5
6,centroid,manhattan,height,0,0.092703973998221584
6,centroid,manhattan,height,1,0.138896851137740640
6,centroid,manhattan,height,2,0.190660622381002398
6,centroid,manhattan,height,3,0.210623348316349268
6,centroid,manhattan,height,4,0.237557310270575445
6,centroid,manhattan,height,5,0.244740103014978089
6,centroid,manhattan,height,6,0.270210785130830966
6,centroid,manhattan,height,7,0.295100076631737873
6,centroid,manhattan,height,8,0.342907687614650514
6,centroid,manhattan,height,9,0.416079346322147881
6,centroid,manhattan,height,10,0.573720825021923675
6,centroid,manhattan,height,11,0.582642717563899848
6,centroid,manhattan,height,12,0.807837554481057873
6,centroid,manhattan,height,13,0.875030436911395371
6,centroid,manhattan,height,14,0.955513721991882559
6,centroid,manhattan,height,15,1.012452653168215200
6,centroid,manhattan,height,16,1.213393592128216625
6,centroid,manhattan,height,17,1.599344758848799231
6,centroid,manhattan,height,18,2.472455233035582900
6,centroid,manhattan,cut,2,0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1
6,centroid,manhattan,cut,3,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;1;0;2
6,centroid,manhattan,cut,4,0;0;0;0;0;0;0;0;0;0;0;1;2;0;0;0;0;3;0;2
6,centroid,manhattan,cut,5,0;1;1;0;0;0;0;0;0;0;0;2;3;0;0;0;1;4;0;3
6,centroid,manhattan,cut,6,0;1;1;0;0;0;2;0;0;0;0;3;4;2;0;0;1;5;0;4
7,average,euclidean,height,0,0.044192078279415507
7,average,euclidean,height,1,0.078254978481966678
7,average,euclidean,height,2,0.097468228072964250
7,average,euclidean,height,3,0.140658900150752914
7,average,euclidean,height,4,0.155109153670388078
7,average,euclidean,height,5,0.191536047930494169
7,average,euclidean,height,6,0.204595544625963965
7,average,euclidean,height,7,0.259335170000718429
7,average,euclidean,height,8,0.346163079712475008
7,average,euclidean,height,9,0.387017616144805676
7,average,euclidean,height,10,0.428159693599275859
7,average,euclidean,height,11,0.451057027784733500
7,average,euclidean,height,12,0.500440581278551289
7,average,euclidean,height,13,0.601520004411361109
7,average,euclidean,height,14,0.624440117065868439
7,average,euclidean,height,15,0.704847538493435399
7,average,euclidean,height,16,0.822063638047679568
7,average,euclidean,height,17,1.070184907124794860
7,average,euclidean,height,18,1.200185915284592841
7,average,euclidean,cut,2,0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1;0;1;0;0
7,average,euclidean,cut,3,0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;2;0;1;0;0
7,average,euclidean,cut,4,0;0;1;0;1;0;1;0;2;2;0;0;0;0;0;3;0;1;0;0
7,average,euclidean,cut,5,0;0;1;0;1;0;1;2;3;3;2;0;0;2;2;4;0;1;2;2
7,average,euclidean,cut,6,0;0;1;0;1;0;1;2;3;3;2;0;0;2;2;4;0;5;2;2
7,complete,euclidean,height,0,0.044192078279415507
7,complete,euclidean,height,1,0.078254978481966678
7,complete,euclidean,height,2,0.097468228072964250
7,complete,euclidean,height,3,0.140658900150752914
7,complete,euclidean,height,4,0.155109153670388078
7,complete,euclidean,height,5,0.191536047930494169
7,complete,euclidean,height,6,0.249227346016572565
7,complete,euclidean,height,7,0.279716968203222394
7,complete,euclidean,height,8,0.419979728318305767
7,complete,euclidean,height,9,0.448424193152276607
7,complete,euclidean,height,10,0.494086163989979732
7,complete,euclidean,height,11,0.511098387867607640
7,complete,euclidean,height,12,0.594601291112760388
7,complete,euclidean,height,13,0.687731806001813051
7,complete,euclidean,height,14,0.830189478803166181
7,complete,euclidean,height,15,1.167648163139642703
7,complete,euclidean,height,16,1.381012187248488843
7,complete,euclidean,height,17,1.629668064017606666
7,complete,euclidean,height,18,2.092917307406358063
7,complete,euclidean,cut,2,0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0
7,complete,euclidean,cut,3,0;0;1;0;1;0;1;2;2;2;2;0;0;2;2;0;0;1;2;2
7,complete,euclidean,cut,4,0;0;1;0;1;2;1;3;3;3;3;2;0;3;3;0;2;1;3;3
7,complete,euclidean,cut,5,0;0;1;0;1;2;1;3;4;4;3;2;0;3;3;0;2;1;3;3
7,complete,euclidean,cut,6,0;0;1;0;1;2;1;3;4;4;3;2;0;3;3;5;2;1;3;3
7,ward.D2,euclidean,height,0,0.044192078279415507
7,ward.D2,euclidean,height,1,0.078254978481966678
7,ward.D2,euclidean,height,2,0.097468228072964250
7,ward.D2,euclidean,height,3,0.140658900150752914
7,ward.D2,euclidean,height,4,0.155109153670388078
7,ward.D2,euclidean,height,5,0.191536047930494169
7,ward.D2,euclidean,height,6,0.227757482213751999
7,ward.D2,euclidean,height,7,0.296960575796329895
7,ward.D2,euclidean,height,8,0.407937341264900499
7,ward.D2,euclidean,height,9,0.438758686131643427
7,ward.D2,euclidean,height,10,0.508961275965122861
7,ward.D2,euclidean,height,11,0.541611449809884515
7,ward.D2,euclidean,height,12,0.691114105120349875
7,ward.D2,euclidean,height,13,0.739423546583341862
7,ward.D2,euclidean,height,14,0.962470034021639553
7,ward.D2,euclidean,height,15,1.083215488552352168
7,ward.D2,euclidean,height,16,1.486223242915240439
7,ward.D2,euclidean,height,17,2.091889586519762201
7,ward.D2,euclidean,height,18,2.797484567722066995
7,ward.D2,euclidean,cut,2,0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0
7,ward.D2,euclidean,cut,3,0;0;1;0;1;0;1;2;2;2;2;0;0;2;2;1;0;1;2;2
7,ward.D2,euclidean,cut,4,0;0;1;0;1;0;1;2;3;3;2;0;0;2;2;1;0;1;2;2
7,ward.D2,euclidean,cut,5,0;0;1;0;1;0;1;2;3;3;2;0;0;2;2;4;0;1;2;2
