case,separation,seed,i,x,y
25,3,1,8,-0.9548215491806997,0.24562113263443347
25,3,1,9,-1.426847236112202,-0.6779126351472462
25,3,1,10,1.787246907902852,0.7373010483996173
25,3,1,11,0.37288267712744916,0.5532060634189627
25,3,1,12,1.6545816608703159,-0.4894863014390205
25,3,1,13,1.715792132153101,0.7510288433307086
25,3,1,14,1.0616795636126297,-0.1305827877580742
25,3,1,15,1.63073955044009,0.3480676525373977
25,3,1,16,1.1122102814563255,0.11494978645337753
25,3,1,17,1.8609154667804682,-0.012400113820630897
25,3,1,18,1.537183960426845,-0.844728579812225
25,3,1,19,1.0694302635673745,0.8674005607537305
26,3,2,0,-1.678416672055327,0.3501709618458649
26,3,2,1,-2.269493007310769,-0.18706799687877698
26,3,2,2,-1.6756750188642027,-0.18904885605947766
26,3,2,3,-1.867769126984695,0.46056326820170834
26,3,2,4,-1.23529061679,0.23052576596770527
26,3,2,5,-1.3959481478812992,0.331145096250834
26,3,2,6,-1.1666957846286112,-0.5636072796136831
26,3,2,7,-1.1705781069465435,0.40337056639482427
26,3,2,8,-1.7982454160738501,0.3311028547266473
26,3,2,9,-1.3836272658972957,0.029257599537997732
26,3,2,10,1.6946307024286273,0.08016500608064901
26,3,2,11,1.8617212499620033,0.9470610605226327
26,3,2,12,2.9626477826661057,-0.578013884065516
26,3,2,13,1.082313206287707,-0.47169060108271454
26,3,2,14,1.5082349768166265,0.07590010931164741
26,3,2,15,1.1433457131836946,0.5024745835021895
26,3,2,16,0.29743552458138134,-0.16129255477270582
26,3,2,17,2.513242583936285,0.38518880236869796
26,3,2,18,1.5482358843067976,-0.13390984322242322
26,3,2,19,3.4082511459958806,-0.21577969291423307
27,3,3,0,-1.1068076942206597,0.09743911036913575
27,3,3,1,-0.9417139352225081,0.284142941991105
27,3,3,2,-1.86518878274605,0.04338484548548357
27,3,3,3,-1.1842454352750107,0.510217947591585
27,3,3,4,-2.272671765403487,-0.26512638757656637
27,3,3,5,-0.7176709720880828,0.45338056570621615
27,3,3,6,-1.9062095322529258,0.059823759456550586
27,3,3,7,-1.252584484492859,-0.23300263782583236
27,3,3,8,-1.773929819253131,-0.6993206954871172
27,3,3,9,-1.8713829375876905,-0.697604533911466
27,3,3,10,1.7782608593808427,-0.4933464300938792
27,3,3,11,2.0536301512719173,0.04044372076508582
27,3,3,12,1.405249069079761,0.23758032718395117
27,3,3,13,1.5219298391612117,-0.17930470109125576
27,3,3,14,1.3551713262387537,-0.6419381659000116
27,3,3,15,0.847563804906107,0.7131982298489572
27,3,3,16,1.9029487645292766,0.003647399730791858
27,3,3,17,-0.03239550239786726,0.21014884111396714
27,3,3,18,1.283495641224347,-0.16356153914901359
27,3,3,19,1.598932420527109,-0.42606070593848944
28,3,4,0,-1.599335620646909,0.1727742455938119
28,3,4,1,-0.7443221341595948,0.42689394768087313
28,3,4,2,-2.350973004830265,-0.045474371240346693
28,3,4,3,-0.3840968588471372,-0.1849308405236254
28,3,4,4,-1.67703208430657,-0.4539131059484811
28,3,4,5,-1.7471828413318902,0.26606071904546796
28,3,4,6,-1.2194995612983959,-0.27743277985553355
28,3,4,7,-1.5235912102886093,-0.5639552106673617
28,3,4,8,-2.1558381313284833,0.03939983380729336
28,3,4,9,-1.1449494758288714,-0.1651075014519281
28,3,4,10,1.3999776384307232,0.018206232352621594
28,3,4,11,1.6722243549517035,-0.7058198048207972
28,3,4,12,1.5112386311524364,-0.8098245300336202
28,3,4,13,1.188459161780683,0.47188640420465966
28,3,4,14,2.125266087676963,0.042781238027087894
28,3,4,15,0.917790342158623,-0.14956538910500705
28,3,4,16,1.8030919254045872,0.2069983172169452
28,3,4,17,1.2303036541893317,0.18523210574437382
28,3,4,18,0.7877062955110313,-0.21758196141254185
28,3,4,19,0.6561684973422349,-0.8307299654664501
29,3,5,0,-1.438630324834861,-0.42653105198215185
29,3,5,1,-2.122470660471891,-0.6083856067423762
29,3,5,2,-2.428893458094893,-0.6073734759525995
29,3,5,3,-1.8912346073132265,0.10543489279434992
29,3,5,4,-1.4713039639385805,0.2207791944846579
29,3,5,5,-1.5207840871171097,-0.351974805830754
29,3,5,6,-1.046376904523595,0.039493115354068895
29,3,5,7,-1.692779228353396,0.587591414560776
29,3,5,8,-1.5554275353434135,0.2269989358913339
29,3,5,9,-1.562122811749475,-0.36940866057704985
29,3,5,10,2.322369791135411,0.09874025708985883
29,3,5,11,1.5881105242534173,0.3284542725899784
29,3,5,12,2.0762081452710874,0.5637584856472935
29,3,5,13,2.113505614037918,-0.032242444933236546
29,3,5,14,2.231956775170059,0.4080740637841212
29,3,5,15,1.3828782966595545,0.2614770519466607
29,3,5,16,2.1672230829589796,-0.059953515859136816
29,3,5,17,0.891084880282066,0.5293801297448358
29,3,5,18,2.0949707457846207,-0.6397992877405738
29,3,5,19,1.7918925703421695,-0.2782329242400326
30,4,1,0,-1.517012970492387,0.008302902628750322
30,4,1,1,-1.438447903123723,-0.06717626753567135
30,4,1,2,-2.0246139313932496,0.12434063280679103
30,4,1,3,-2.090445751657226,-0.4864629378285359
30,4,1,4,-1.346972585437908,-0.021249426671916885
30,4,1,5,-2.625685143619999,0.04414949444798516
30,4,1,6,-2.8172074505138918,0.5648465468557977
30,4,1,7,-1.5281594251452417,0.6895582261056766
30,4,1,8,-1.4548215491806997,0.24562113263443347
30,4,1,9,-1.926847236112202,-0.6779126351472462
30,4,1,10,2.2872469079028517,0.7373010483996173
30,4,1,11,0.8728826771274492,0.5532060634189627
30,4,1,12,2.154581660870316,-0.4894863014390205
30,4,1,13,2.215792132153101,0.7510288433307086
30,4,1,14,1.5616795636126297,-0.1305827877580742
30,4,1,15,2.13073955044009,0.3480676525373977
30,4,1,16,1.6122102814563255,0.11494978645337753
30,4,1,17,2.360915466780468,-0.012400113820630897
30,4,1,18,2.037183960426845,-0.844728579812225
30,4,1,19,1.5694302635673745,0.8674005607537305
31,4,2,0,-2.178416672055327,0.3501709618458649
31,4,2,1,-2.769493007310769,-0.18706799687877698
31,4,2,2,-2.1756750188642027,-0.18904885605947766
31,4,2,3,-2.3677691269846948,0.46056326820170834
31,4,2,4,-1.73529061679,0.23052576596770527
31,4,2,5,-1.8959481478812992,0.331145096250834
31,4,2,6,-1.6666957846286112,-0.5636072796136831
31,4,2,7,-1.6705781069465435,0.40337056639482427
31,4,2,8,-2.29824541607385,0.3311028547266473
31,4,2,9,-1.8836272658972957,0.029257599537997732
31,4,2,10,2.1946307024286273,0.08016500608064901
31,4,2,11,2.3617212499620033,0.9470610605226327
31,4,2,12,3.4626477826661057,-0.578013884065516
31,4,2,13,1.582313206287707,-0.47169060108271454
31,4,2,14,2.0082349768166265,0.07590010931164741
31,4,2,15,1.6433457131836946,0.5024745835021895
31,4,2,16,0.7974355245813813,-0.16129255477270582
31,4,2,17,3.013242583936285,0.38518880236869796
31,4,2,18,2.0482358843067976,-0.13390984322242322
31,4,2,19,3.9082511459958806,-0.21577969291423307
32,4,3,0,-1.6068076942206597,0.09743911036913575
32,4,3,1,-1.4417139352225081,0.284142941991105
32,4,3,2,-2.36518878274605,0.04338484548548357
32,4,3,3,-1.6842454352750107,0.510217947591585
32,4,3,4,-2.772671765403487,-0.26512638757656637
32,4,3,5,-1.217670972088083,0.45338056570621615
32,4,3,6,-2.4062095322529258,0.059823759456550586
32,4,3,7,-1.752584484492859,-0.23300263782583236
32,4,3,8,-2.273929819253131,-0.6993206954871172
32,4,3,9,-2.3713829375876907,-0.697604533911466
32,4,3,10,2.2782608593808424,-0.4933464300938792
32,4,3,11,2.5536301512719173,0.04044372076508582
32,4,3,12,1.905249069079761,0.23758032718395117
32,4,3,13,2.0219298391612117,-0.17930470109125576
32,4,3,14,1.8551713262387537,-0.6419381659000116
32,4,3,15,1.3475638049061072,0.7131982298489572
32,4,3,16,2.4029487645292766,0.003647399730791858
32,4,3,17,0.46760449760213274,0.21014884111396714
32,4,3,18,1.783495641224347,-0.16356153914901359
32,4,3,19,2.0989324205271087,-0.42606070593848944
33,4,4,0,-2.099335620646909,0.1727742455938119
33,4,4,1,-1.244322134159595,0.42689394768087313
33,4,4,2,-2.850973004830265,-0.045474371240346693
33,4,4,3,-0.8840968588471372,-0.1849308405236254
33,4,4,4,-2.1770320843065702,-0.4539131059484811
33,4,4,5,-2.24718284133189,0.26606071904546796
33,4,4,6,-1.7194995612983959,-0.27743277985553355
33,4,4,7,-2.0235912102886093,-0.5639552106673617
33,4,4,8,-2.6558381313284833,0.03939983380729336
33,4,4,9,-1.6449494758288714,-0.1651075014519281
33,4,4,10,1.8999776384307232,0.018206232352621594
33,4,4,11,2.1722243549517035,-0.7058198048207972
33,4,4,12,2.0112386311524366,-0.8098245300336202
33,4,4,13,1.688459161780683,0.47188640420465966
33,4,4,14,2.625266087676963,0.042781238027087894
33,4,4,15,1.4177903421586229,-0.14956538910500705
33,4,4,16,2.3030919254045874,0.2069983172169452
33,4,4,17,1.7303036541893317,0.18523210574437382
33,4,4,18,1.2877062955110312,-0.21758196141254185
33,4,4,19,1.156168497342235,-0.8307299654664501
34,4,5,0,-1.938630324834861,-0.42653105198215185
34,4,5,1,-2.622470660471891,-0.6083856067423762
34,4,5,2,-2.928893458094893,-0.6073734759525995
34,4,5,3,-2.3912346073132267,0.10543489279434992
34,4,5,4,-1.9713039639385805,0.2207791944846579
34,4,5,5,-2.02078408711711,-0.351974805830754
34,4,5,6,-1.546376904523595,0.039493115354068895
34,4,5,7,-2.192779228353396,0.587591414560776
34,4,5,8,-2.0554275353434135,0.2269989358913339
34,4,5,9,-2.0621228117494748,-0.36940866057704985
34,4,5,10,2.822369791135411,0.09874025708985883
34,4,5,11,2.088110524253417,0.3284542725899784
34,4,5,12,2.5762081452710874,0.5637584856472935
34,4,5,13,2.613505614037918,-0.032242444933236546
34,4,5,14,2.731956775170059,0.4080740637841212
34,4,5,15,1.8828782966595545,0.2614770519466607
34,4,5,16,2.6672230829589796,-0.059953515859136816
34,4,5,17,1.3910848802820661,0.5293801297448358
34,4,5,18,2.5949707457846207,-0.6397992877405738
34,4,5,19,2.2918925703421698,-0.2782329242400326
